Date,Close,High,Low,Open,Volume
2025-01-02,26.47057342529297,26.71302529198145,26.184827036592928,26.539845387203965,28207740
2025-01-03,25.821149826049805,26.513869485343612,25.821149826049805,26.48789204393726,38873010
2025-01-06,26.98145294189453,27.05938344007662,26.072257135089394,26.15884799052703,34081630
2025-01-07,27.275859832763672,27.587585481573687,27.050726862405746,27.119998825089915,27790620
2025-01-08,26.834251403808594,27.197928285583803,26.721683106216624,27.033408743068495,21148710
2025-01-09,26.90352439880371,26.99011344380269,26.773639014573988,26.85156951841932,11131780
2025-01-10,26.531185150146484,26.9641339760484,26.453252835430003,26.894862018565608,21217130
2025-01-13,26.721681594848633,26.955474900898686,26.52252426685299,26.52252426685299,17025030
2025-01-14,26.739002227783203,26.799613830764216,26.340687545938607,26.782296748978553,22260700
2025-01-15,27.89930534362793,27.959918756534204,26.903520567558687,26.9901096002268,39134260
2025-01-16,27.81271743774414,28.046508925458294,27.578922316567848,27.838693058558334,24043910
2025-01-17,28.01187515258789,28.20237395394011,27.78674218742386,27.94260319150185,22939620
2025-01-20,28.280303955078125,28.488119834655414,27.881989277522734,27.881989277522734,10157840
2025-01-21,28.340917587280273,28.488120048905117,28.167737686330103,28.280304167764914,15454780
2025-01-22,28.237009048461914,28.540074322886564,28.150418191455806,28.444824925199192,23141690
2025-01-23,28.1763973236084,28.462145533843742,27.994558874717733,28.323599790961257,22246400
2025-01-24,28.10712432861328,28.228349351179336,27.97723894843228,28.08114688923084,9620600
2025-01-27,28.782527923583984,28.843141345488913,27.977239989870316,28.10712537488623,22250470
2025-01-28,28.83448028564453,28.964365667498697,28.548733898950346,28.7825272229416,15771360
2025-01-29,28.76521110534668,29.050957501620932,28.74789220604425,28.955708097285754,13258190
2025-01-30,29.46658706665039,29.596472443084867,28.77386566457689,28.77386566457689,28844530
2025-01-31,29.276090621948242,29.63111080047767,29.276090621948242,29.570497377712734,19837840
2025-02-03,29.005483627319336,29.27405312212933,28.79755920895289,29.17875397595804,24929520
2025-02-04,29.109445571899414,29.360687120721757,28.780232821318414,28.93617522483573,22480260
2025-02-05,29.551284790039062,29.811191214010265,29.2393981718816,29.300043246498877,44027830
2025-02-06,29.603267669677734,29.793864144187673,28.54631581730797,28.849539381602895,42761730
2025-02-07,29.38667869567871,29.863172613741497,29.19608040138158,29.70723020720752,38916130
2025-02-10,29.707229614257812,29.923817093534204,29.46464931083784,29.507968260837124,41443710
2025-02-11,30.019115447998047,30.235702921568954,29.802526156747177,29.802526156747177,34478070
2025-02-12,29.18741798400879,29.984463431233827,29.04880170060967,29.802528196012414,33312180
2025-02-13,29.343360900878906,29.369350089595216,29.066128346464886,29.204744623671896,14727020
2025-02-14,30.123077392578125,30.235702659738106,29.499302347686054,29.542621296169077,32569020
2025-02-17,30.183725357055664,30.58224627043489,30.183725357055664,30.21837761087287,19642370
2025-02-18,30.13323402404785,30.2693765964108,29.824640003946126,30.23307343387003,33658570
2025-02-19,29.85186767578125,30.024317209973606,29.724798996604278,29.997087935253074,24754290
2025-02-20,29.770179748535156,29.988012041266863,29.634037183960427,29.851867572413887,17423670
2025-02-21,29.67941665649414,29.779256055954832,29.534196404288828,29.742950992903506,33361460
2025-02-24,29.51604652404785,29.92447803081787,29.33452119834137,29.83371632010376,28174190
2025-02-25,29.815561294555664,30.078772527158,29.6158824944586,29.75202695777222,28803280
2025-02-26,29.742952346801758,30.115078783947517,29.724798862310667,30.087849509350004,23773750
2025-02-27,29.715723037719727,30.06062210414597,29.715723037719727,29.924477635594652,22801350
2025-02-28,28.989622116088867,29.87001946935344,28.989622116088867,29.715723418632486,38851120
2025-03-05,29.42338752746582,29.577770788099347,29.060136158912353,29.43247024067796,28547750
2025-03-06,29.477876663208008,29.723071817288623,29.250845030515006,29.42338800437627,20467590
2025-03-07,29.605012893676758,29.895615890728465,29.287167473274526,29.40522559578433,22710490
2025-03-10,29.86837387084961,29.86837387084961,29.29625245096725,29.46879733884674,30448440
2025-03-11,29.605012893676758,29.92285831407899,29.432469924465902,29.92285831407899,20393450
2025-03-12,29.69582748413086,29.78663937506418,29.43247071402692,29.713991005516185,19709470
2025-03-13,30.177135467529297,30.267949264963324,29.6413411123937,29.69582786658922,31729170
2025-03-14,31.157915115356445,31.375865935938606,30.267948311980437,30.331517777649665,34804110
2025-03-17,32.09328842163086,32.19318111453991,31.103425152038483,31.139752192608483,29819240
2025-03-18,32.26583480834961,32.55552898344851,32.11599575308845,32.27582636509778,29878800
2025-03-19,32.34574890136719,32.57550514581436,32.2058976056743,32.46562089615223,24673900
2025-03-20,32.04606628417969,32.515566507576686,31.816308139598725,32.2958018238856,31200500
2025-03-21,32.11599349975586,32.265832544503965,31.946171342913477,32.07603489689152,47612800
2025-03-24,32.145957946777344,32.28580923482998,31.90621206497386,32.0460652583574,31882100
2025-03-25,32.40568542480469,32.915148109524274,32.265834118618855,32.265834118618855,19003900
2025-03-26,32.05605697631836,32.56551584746693,31.926193416746262,32.51556949706606,31903000
2025-03-27,32.09601593017578,32.1659415836304,31.92619376417005,32.115995232686004,28518400
2025-03-28,31.656478881835938,32.10600172906819,31.43671037821342,31.94617112934147,22271700
2025-03-31,31.37677574157715,31.566575301490136,31.057114528248622,31.566575301490136,25378000
2025-04-01,31.384422302246094,31.654288814704717,31.154536861145374,31.37442703440662,12377800
2025-04-02,31.39441680908203,31.60431361581829,31.164531373553757,31.354437645095636,11794000
2025-04-03,31.954139709472656,32.184027060466406,31.07457709666995,31.13454679821498,31919100
2025-04-04,31.12455177307129,31.724254512408045,30.89466632668631,31.564334036105237,31636200
2025-04-07,31.18452262878418,31.604314345547127,30.524850203357037,30.884670313152128,32292300
2025-04-08,31.194515228271484,31.75423877455222,30.974625060634143,31.52435333933104,36022000
2025-04-09,31.76423454284668,32.33394955288714,30.804709810098927,30.984620816639282,36802300
2025-04-10,31.63429832458496,32.02410614527628,31.114555834598143,31.64429359243883,35288600
2025-04-11,31.794218063354492,32.114060908086365,31.42440269331189,31.744243631641396,27525100
2025-04-14,32.31396484375,32.50386922346264,31.95414090184563,32.14404718796078,26240000
2025-04-15,32.723758697509766,32.773733128931525,32.184025687423414,32.27398118910447,24967200
2025-04-16,32.67378234863281,32.903667796751954,32.483877973092206,32.58382684173359,31486700
2025-04-17,32.7337532043457,32.81371534766295,32.34394728768624,32.553842194686744,19905200
2025-04-22,33.373435974121094,33.52336309036693,32.60381748214872,32.68377962756115,20994900
