Date,Close,High,Low,Open,Volume
2000-01-03,1.5551505088806152,1.574034487820492,1.5551505088806152,1.5551505088806152,585600
2000-01-04,1.5181230306625366,1.5436718843516761,1.5181230306625366,1.5403394482044481,782400
2000-01-05,1.5181230306625366,1.5181230306625366,1.4996096142181983,1.4996096142181983,1876800
2000-01-06,1.5181230306625366,1.5551507110410945,1.5181230306625366,1.5181230306625366,792000
2000-01-07,1.5736640691757202,1.581439788543213,1.5366368139140911,1.5366368139140911,5347200
2000-01-10,1.7032604217529297,1.7032604217529297,1.666233159457759,1.666233159457759,2980800
2000-01-11,1.7069624662399292,1.7143681494444143,1.6921516295120502,1.7032598894782323,326400
2000-01-12,1.7236251831054688,1.7402875772391542,1.706962894908028,1.7106658963445294,5068800
2000-01-13,1.7810180187225342,1.7810180187225342,1.7810180187225342,1.7810180187225342,120000
2000-01-14,1.814342737197876,1.814342737197876,1.785091194057382,1.785091194057382,3484800
2000-01-17,1.8513696193695068,1.8513696193695068,1.8143423625804982,1.8143423625804982,230400
2000-01-18,1.7958284616470337,1.8328561409301194,1.7884233071608517,1.8328561409301194,3724800
2000-01-19,1.7884236574172974,1.7999020622701893,1.7773153938313504,1.795828813353753,1872000
2000-01-20,1.7773154973983765,1.7773154973983765,1.7773154973983765,1.7773154973983765,748800
2000-01-21,1.7402873039245605,1.7773149818769385,1.7402873039245605,1.7773149818769385,144000
2000-01-24,1.7773154973983765,1.7958289179995859,1.7402878087058866,1.7402878087058866,705600
2000-01-25,1.7773154973983765,1.7773154973983765,1.7773154973983765,1.7773154973983765,0
2000-01-26,1.7625033855438232,1.7625033855438232,1.7625033855438232,1.7625033855438232,196800
2000-01-27,1.7773154973983765,1.7958289179995859,1.7773154973983765,1.7958289179995859,686400
2000-01-28,1.7773154973983765,1.7773154973983765,1.7773154973983765,1.7773154973983765,211200
2000-01-31,1.7773154973983765,1.7773154973983765,1.7773154973983765,1.7773154973983765,0
2000-02-01,1.7402873039245605,1.7402873039245605,1.7402873039245605,1.7402873039245605,148800
2000-02-02,1.6662331819534302,1.7550989728448636,1.6662331819534302,1.7550989728448636,739200
2000-02-03,1.6662331819534302,1.7032604447485027,1.6477193386833884,1.6477193386833884,4382400
